,Eye_Left_Blink,Eye_Left_Wide,Eye_Left_Right,Eye_Left_Left,Eye_Left_Up,Eye_Left_Down,Eye_Right_Blink,Eye_Right_Wide,Eye_Right_Right,Eye_Right_Left,Eye_Right_Up,Eye_Right_Down,Eye_Frown,Eye_Left_Squeeze,Eye_Right_Squeeze,Jaw_Right,Jaw_Left,Jaw_Forward,Jaw_Open,Mouth_Ape_Shape,Mouth_Upper_Right,Mouth_Upper_Left,Mouth_Lower_Right,Mouth_Lower_Left,Mouth_Upper_Overturn,Mouth_Lower_Overturn,Mouth_Pout,Mouth_Smile_Right,Mouth_Smile_Left,Mouth_Sad_Right,Mouth_Sad_Left,Cheek_Puff_Right,Cheek_Puff_Left,Cheek_Suck,Mouth_Upper_UpRight,Mouth_Upper_UpLeft,Mouth_Lower_DownRight,Mouth_Lower_DownLeft,Mouth_Upper_Inside,Mouth_Lower_Inside,Mouth_Lower_Overlay,Tongue_LongStep1,Tongue_Left,Tongue_Right,Tongue_Up,Tongue_Down,Tongue_Roll,Tongue_LongStep2,Tongue_UpRight_Morph,Tongue_UpLeft_Morph,Tongue_DownRight_Morph,Tongue_DownLeft_Morph
0,0.0,0.190344,0.0,0.01052693,0.190344,0.06315944,0.0,0.190344,0.0,0.01052693,0.190344,0.06315944,0,0.0,0.0,0.0,0.03110953,0.06815481,0.0,0.0,0.03347986,0.0,0.03357728,0.0,0.0,0.0,0.3077679,0.0,0.0,0.2004219,0.2163051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1,0.0,0.190344,0.0,0.01052693,0.190344,0.06323023,0.0,0.190344,0.0,0.01052693,0.190344,0.06323023,0,0.0,0.0,0.0,0.03110953,0.06815481,0.0,0.0,0.03347986,0.0,0.03357728,0.0,0.0,0.0,0.3077679,0.0,0.0,0.2004219,0.2163051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2,0.0,0.1827775,0.0,0.01104912,0.1827775,0.06292386,0.0,0.1827775,0.0,0.01104912,0.1827775,0.06292386,0,0.0,0.0,0.0,0.03741691,0.08054431,0.0,0.0,0.0318115,0.0,0.02875483,0.0,0.0,0.0,0.2997894,0.0,0.0,0.2010384,0.2179152,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
3,0.0,0.1840562,0.0,0.01182532,0.1840562,0.0635886,0.0,0.1840562,0.0,0.01182532,0.1840562,0.0635886,0,0.0,0.0,0.0,0.02780887,0.06778016,0.0,0.0,0.02851191,0.0,0.02589324,0.0,0.0,0.0,0.2972661,0.0,0.0,0.1980549,0.2154186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
4,0.0,0.1840562,0.0,0.01182532,0.1840562,0.06383388,0.0,0.1840562,0.0,0.01182532,0.1840562,0.06383388,0,0.0,0.0,0.0,0.02780887,0.06778016,0.0,0.0,0.02851191,0.0,0.02589324,0.0,0.0,0.0,0.2972661,0.0,0.0,0.1980549,0.2154186,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
5,0.0,0.1781839,0.0,0.01183522,0.1781839,0.06360924,0.0,0.1781839,0.0,0.01183522,0.1781839,0.06360924,0,0.0,0.0,0.0,0.03165945,0.0867574,0.0,0.0,0.0365723,0.0,0.03411885,0.0,0.0,0.0,0.2959653,0.0,0.0,0.2075766,0.2230704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
6,0.0,0.1781839,0.0,0.01183522,0.1781839,0.06302994,0.0,0.1781839,0.0,0.01183522,0.1781839,0.06302994,0,0.0,0.0,0.0,0.03165945,0.0867574,0.0,0.0,0.0365723,0.0,0.03411885,0.0,0.0,0.0,0.2959653,0.0,0.0,0.2075766,0.2230704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
7,0.0,0.1893708,0.0,0.0114581,0.1893708,0.06244335,0.0,0.1893708,0.0,0.0114581,0.1893708,0.06244335,0,0.0,0.0,0.0,0.02896557,0.09380402,0.0,0.0,0.04102791,0.0,0.04052095,0.0,0.0,0.0,0.2965688,0.0,0.0,0.2063874,0.2205474,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
8,0.0,0.1784004,0.0,0.01075822,0.1784004,0.06218301,0.0,0.1784004,0.0,0.01075822,0.1784004,0.06218301,0,0.0,0.0,0.0,0.03314645,0.08689936,0.0,0.0,0.03932175,0.0,0.03691352,0.0,0.0,0.0,0.2866561,0.0,0.0,0.2076242,0.22282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
9,0.0,0.1784004,0.0,0.01075822,0.1784004,0.06369732,0.0,0.1784004,0.0,0.01075822,0.1784004,0.06369732,0,0.0,0.0,0.0,0.03314645,0.08689936,0.0,0.0,0.03932175,0.0,0.03691352,0.0,0.0,0.0,0.2866561,0.0,0.0,0.2076242,0.22282,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
10,0.0,0.1806812,0.0,0.01068908,0.1806812,0.06363455,0.0,0.1806812,0.0,0.01068908,0.1806812,0.06363455,0,0.0,0.0,0.0,0.03100055,0.08614171,0.0,0.0,0.03380498,0.0,0.03100386,0.0,0.0,0.0,0.2910827,0.0,0.0,0.2103333,0.2263065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
