,Eye_Left_Blink,Eye_Left_Wide,Eye_Left_Right,Eye_Left_Left,Eye_Left_Up,Eye_Left_Down,Eye_Right_Blink,Eye_Right_Wide,Eye_Right_Right,Eye_Right_Left,Eye_Right_Up,Eye_Right_Down,Eye_Frown,Eye_Left_Squeeze,Eye_Right_Squeeze,Jaw_Right,Jaw_Left,Jaw_Forward,Jaw_Open,Mouth_Ape_Shape,Mouth_Upper_Right,Mouth_Upper_Left,Mouth_Lower_Right,Mouth_Lower_Left,Mouth_Upper_Overturn,Mouth_Lower_Overturn,Mouth_Pout,Mouth_Smile_Right,Mouth_Smile_Left,Mouth_Sad_Right,Mouth_Sad_Left,Cheek_Puff_Right,Cheek_Puff_Left,Cheek_Suck,Mouth_Upper_UpRight,Mouth_Upper_UpLeft,Mouth_Lower_DownRight,Mouth_Lower_DownLeft,Mouth_Upper_Inside,Mouth_Lower_Inside,Mouth_Lower_Overlay,Tongue_LongStep1,Tongue_Left,Tongue_Right,Tongue_Up,Tongue_Down,Tongue_Roll,Tongue_LongStep2,Tongue_UpRight_Morph,Tongue_UpLeft_Morph,Tongue_DownRight_Morph,Tongue_DownLeft_Morph
0,0.0,0.2135953,0.03161609,0.0,0.2135953,0.04319486,0.0,0.2135953,0.03161609,0.0,0.2135953,0.04319486,0,0.0,0,0.0,0.05210327,0.0,0.0,0.0,0.0,0.04145252,0.0,0.04930811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
1,0.0,0.2135953,0.03161609,0.0,0.2135953,0.04367804,0.0,0.2135953,0.03161609,0.0,0.2135953,0.04367804,0,0.0,0,0.0,0.05210327,0.0,0.0,0.0,0.0,0.04145252,0.0,0.04930811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
2,0.0,0.2063444,0.03208393,0.0,0.2063444,0.04359469,0.0,0.2063444,0.03208393,0.0,0.2063444,0.04359469,0,0.0,0,0.0,0.05293371,0.0,0.0,0.0,0.0,0.04726978,0.0,0.05616945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
3,0.0,0.2265933,0.03245533,0.0,0.2265933,0.04495484,0.0,0.2265933,0.03245533,0.0,0.2265933,0.04495484,0,0.0,0,0.0,0.05422895,0.0,0.0,0.0,0.0,0.04597417,0.0,0.05552474,0.0,0.0,0.0,0.0,0.0,0.0,0.01371645,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
4,0.0,0.2265933,0.03245533,0.0,0.2265933,0.04519691,0.0,0.2265933,0.03245533,0.0,0.2265933,0.04519691,0,0.0,0,0.0,0.05422895,0.0,0.0,0.0,0.0,0.04597417,0.0,0.05552474,0.0,0.0,0.0,0.0,0.0,0.0,0.01371645,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
5,0.0,0.1831054,0.03216583,0.0,0.1831054,0.04554909,0.0,0.1831054,0.03216583,0.0,0.1831054,0.04554909,0,0.0,0,0.0,0.04823384,0.0,0.0,0.0,0.0,0.04280189,0.0,0.04981273,0.0,0.0,0.0,0.0,0.0,0.0,0.02322983,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
6,0.0,0.1831054,0.03216583,0.0,0.1831054,0.04566414,0.0,0.1831054,0.03216583,0.0,0.1831054,0.04566414,0,0.0,0,0.0,0.04823384,0.0,0.0,0.0,0.0,0.04280189,0.0,0.04981273,0.0,0.0,0.0,0.0,0.0,0.0,0.02322983,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
7,0.0,0.2224417,0.03130901,0.0,0.2224417,0.04573981,0.0,0.2224417,0.03130901,0.0,0.2224417,0.04573981,0,0.0,0,0.0,0.04904567,0.0,0.0,0.0,0.0,0.04580645,0.0,0.05243716,0.0,0.0,0.0,0.0,0.0,0.0,0.01351945,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
8,0.0,0.2287569,0.03024793,0.0,0.2287569,0.04495749,0.0,0.2287569,0.03024793,0.0,0.2287569,0.04495749,0,0.0,0,0.0,0.05724321,0.0,0.0,0.0,0.0,0.04491677,0.0,0.05370894,0.0,0.0,0.0,0.0,0.0,0.01247858,0.03136744,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
9,0.0,0.2287569,0.03024793,0.0,0.2287569,0.04525623,0.0,0.2287569,0.03024793,0.0,0.2287569,0.04525623,0,0.0,0,0.0,0.05724321,0.0,0.0,0.0,0.0,0.04491677,0.0,0.05370894,0.0,0.0,0.0,0.0,0.0,0.01247858,0.03136744,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
10,0.0,0.2210166,0.02978772,0.0,0.2210166,0.04610725,0.0,0.2210166,0.02978772,0.0,0.2210166,0.04610725,0,0.0,0,0.0,0.05807879,0.0,0.0,0.0,0.0,0.04609355,0.0,0.05599976,0.0,0.0,0.0,0.0,0.0,0.0,0.01246281,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
11,0.0,0.2210166,0.02978772,0.0,0.2210166,0.04695427,0.0,0.2210166,0.02978772,0.0,0.2210166,0.04695427,0,0.0,0,0.0,0.05807879,0.0,0.0,0.0,0.0,0.04609355,0.0,0.05599976,0.0,0.0,0.0,0.0,0.0,0.0,0.01246281,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
12,0.0,0.231884,0.02970159,0.0,0.231884,0.04616799,0.0,0.231884,0.02970159,0.0,0.231884,0.04616799,0,0.0,0,0.0,0.05029196,0.0,0.0,0.0,0.0,0.04754244,0.0,0.05502553,0.0,0.0,0.0,0.0,0.0,0.0,0.02004528,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
13,0.0,0.2206093,0.02990627,0.0,0.2206093,0.04499329,0.0,0.2206093,0.02990627,0.0,0.2206093,0.04499329,0,0.0,0,0.0,0.04651027,0.0,0.0,0.0,0.0,0.04208514,0.0,0.04822459,0.0,0.0,0.0,0.0,0.0,0.0,0.01002264,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
14,0.0,0.2206093,0.02990627,0.0,0.2206093,0.04530495,0.0,0.2206093,0.02990627,0.0,0.2206093,0.04530495,0,0.0,0,0.0,0.04651027,0.0,0.0,0.0,0.0,0.04208514,0.0,0.04822459,0.0,0.0,0.0,0.0,0.0,0.0,0.01002264,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
15,0.0,0.2430053,0.03076702,0.0,0.2430053,0.04575805,0.0,0.2430053,0.03076702,0.0,0.2430053,0.04575805,0,0.0,0,0.0,0.04190942,0.0,0.0,0.0,0.0,0.03984606,0.0,0.04401296,0.0,0.0,0.0,0.0,0.0,0.0189859,0.03340985,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
16,0.0,0.2430053,0.03076702,0.0,0.2430053,0.04554123,0.0,0.2430053,0.03076702,0.0,0.2430053,0.04554123,0,0.0,0,0.0,0.04190942,0.0,0.0,0.0,0.0,0.03984606,0.0,0.04401296,0.0,0.0,0.0,0.0,0.0,0.0189859,0.03340985,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
17,0.0,0.2333451,0.03158724,0.0,0.2333451,0.04525228,0.0,0.2333451,0.03158724,0.0,0.2333451,0.04525228,0,0.0,0,0.0,0.05406465,0.0,0.0,0.0,0.0,0.04308257,0.0,0.05245861,0.0,0.0,0.0,0.0,0.0,0.0,0.02089206,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
18,0.0,0.2483968,0.0318833,0.0,0.2483968,0.04499196,0.0,0.2483968,0.0318833,0.0,0.2483968,0.04499196,0,0.0,0,0.0,0.05732227,0.0,0.0,0.0,0.0,0.04423368,0.0,0.05449562,0.0,0.0,0.0,0.0,0.0,0.0,0.01539728,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
19,0.0,0.2483968,0.0318833,0.0,0.2483968,0.04420586,0.0,0.2483968,0.0318833,0.0,0.2483968,0.04420586,0,0.0,0,0.0,0.05732227,0.0,0.0,0.0,0.0,0.04423368,0.0,0.05449562,0.0,0.0,0.0,0.0,0.0,0.0,0.01539728,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
20,0.0,0.2594734,0.03146833,0.0,0.2594734,0.04433382,0.0,0.2594734,0.03146833,0.0,0.2594734,0.04433382,0,0.0,0,0.0,0.05281836,0.0,0.0,0.0,0.0,0.04304534,0.0,0.05097932,0.0,0.0,0.0,0.0,0.0,0.0,0.01913072,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
21,0.0,0.2594734,0.03146833,0.0,0.2594734,0.04405319,0.0,0.2594734,0.03146833,0.0,0.2594734,0.04405319,0,0.0,0,0.0,0.05281836,0.0,0.0,0.0,0.0,0.04304534,0.0,0.05097932,0.0,0.0,0.0,0.0,0.0,0.0,0.01913072,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
22,0.0,0.2648195,0.03119802,0.0,0.2648195,0.0428623,0.0,0.2648195,0.03119802,0.0,0.2648195,0.0428623,0,0.0,0,0.0,0.05108367,0.0,0.0,0.0,0.0,0.04446201,0.0,0.05349258,0.0,0.0,0.0,0.0,0.0,0.0,0.01693027,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
23,0.0,0.2772082,0.03074735,0.0,0.2772082,0.04601016,0.0,0.2772082,0.03074735,0.0,0.2772082,0.04601016,0,0.0,0,0.0,0.05168269,0.0,0.0,0.0,0.0,0.04435307,0.0,0.05406065,0.0,0.0,0.0,0.0,0.0,0.0,0.02269541,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
24,0.0,0.2772082,0.03074735,0.0,0.2772082,0.04520218,0.0,0.2772082,0.03074735,0.0,0.2772082,0.04520218,0,0.0,0,0.0,0.05168269,0.0,0.0,0.0,0.0,0.04435307,0.0,0.05406065,0.0,0.0,0.0,0.0,0.0,0.0,0.02269541,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
25,0.0,0.2952545,0.03079325,0.0,0.2952545,0.04318934,0.0,0.2952545,0.03079325,0.0,0.2952545,0.04318934,0,0.0,0,0.0,0.0506597,0.0,0.0,0.0,0.0,0.04489493,0.0,0.0536538,0.0,0.0,0.0,0.0,0.0,0.0,0.0123056,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0
